origem,processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,43
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,26
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,5
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,4
