origem,processos
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,202
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,145
1º COLG. RECURSAL DOS JUIZ.ESPECIAIS CIVEIS/PE  ,49
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,30
1º COLEGIO REC.DOS JUIZADOS ESP.CIVEIS - RECIFE/PE,6
JUIZADO ESPECIAL CIVEL E CRIMINAL - COMARCA,2
2ª TURMA REC.JUIZ.ESP.FED.-SEÇ.JUD. MINAS GERAIS,1
