origem,processos
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,50
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,26
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,4
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 5º REGIÃO,4
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,3
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.PERNAMBUCO,1
