Origem,Num. de Processos
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.MARANHAO,7
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,6
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,3
