Origem,Num. de Processos
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,5
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,1
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,1
