Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,636
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,6
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,1
