ID,ANO,RELATOR,CLASSE
4280,1637051,1996,MIN. MAURÍCIO CORRÊA,RE
4281,1637058,1996,MIN. MOREIRA ALVES,RE
4282,1637059,1996,MIN. ILMAR GALVÃO,HC
4283,1637063,1996,MIN. SYDNEY SANCHES,RE
4284,1637064,1996,MIN. MOREIRA ALVES,RE
4285,1637072,1996,MIN. ILMAR GALVÃO,RE
4286,1637073,1996,MIN. CELSO DE MELLO,RE
4287,1637074,1996,MIN. MAURÍCIO CORRÊA,HC
4288,1637078,1996,MIN. ILMAR GALVÃO,RE
4289,1637079,1996,MIN. ILMAR GALVÃO,RE
4290,1637082,1996,MIN. MARCO AURÉLIO,RE
4291,1637084,1996,MIN. NÉRI DA SILVEIRA,RE
4292,1637086,1996,MIN. CARLOS VELLOSO,RE
4293,1637089,1996,MIN. NÉRI DA SILVEIRA,RE
4294,1637092,1996,MIN. SYDNEY SANCHES,RE
4295,1637095,1996,MIN. CARLOS VELLOSO,RE
4296,1637097,1996,MIN. ILMAR GALVÃO,RE
4297,1637103,1996,MIN. CARLOS VELLOSO,RE
4298,1637105,1996,MIN. MOREIRA ALVES,RE
4299,1637107,1996,MIN. MAURÍCIO CORRÊA,RE
4300,1637113,1996,MIN. NÉRI DA SILVEIRA,RE
4301,1637119,1996,MIN. MAURÍCIO CORRÊA,AI
4302,1637125,1996,MIN. MOREIRA ALVES,RE
4303,1637130,1996,MIN. MOREIRA ALVES,RE
4304,1637132,1996,MIN. MOREIRA ALVES,RE
4305,1637141,1996,MIN. CARLOS VELLOSO,RE
4306,1637147,1996,MIN. OCTAVIO GALLOTTI,RE
4307,1637151,1996,MIN. SYDNEY SANCHES,RE
4308,1637158,1996,MIN. SYDNEY SANCHES,RE
4309,1637165,1996,MIN. CARLOS VELLOSO,RE
4310,1637167,1996,MIN. MOREIRA ALVES,RE
4311,1637173,1996,MIN. CARLOS VELLOSO,RE
4312,1637174,1996,MIN. CARLOS VELLOSO,RE
4313,1637175,1996,MIN. ILMAR GALVÃO,RE
4314,1637176,1996,MIN. MAURÍCIO CORRÊA,RE
4315,1637177,1996,MIN. NÉRI DA SILVEIRA,RE
4316,1637180,1996,MIN. MOREIRA ALVES,RE
4317,1637183,1996,MIN. MOREIRA ALVES,RE
4318,1637187,1996,MIN. ILMAR GALVÃO,RE
4319,1637191,1996,MIN. OCTAVIO GALLOTTI,RE
4320,1637194,1996,MIN. CELSO DE MELLO,RE
4321,1637196,1996,MIN. NÉRI DA SILVEIRA,RE
4322,1637198,1996,MIN. CARLOS VELLOSO,RE
4323,1637200,1996,MIN. NÉRI DA SILVEIRA,RE
4324,1637203,1996,MIN. MAURÍCIO CORRÊA,RE
4325,1637206,1996,MINISTRA PRESIDENTE,SE
4326,1637217,1996,MIN. OCTAVIO GALLOTTI,AI
4327,1637222,1996,MIN. MAURÍCIO CORRÊA,RE
4328,1637226,1996,MIN. ILMAR GALVÃO,RE
4329,1637230,1996,MINISTRA PRESIDENTE,SE
4330,1637232,1996,MIN. CARLOS VELLOSO,RE
4331,1637238,1996,MIN. MARCO AURÉLIO,RE
4332,1637242,1996,MIN. MAURÍCIO CORRÊA,RE
4333,1637250,1996,MIN. OCTAVIO GALLOTTI,RE
4334,1637260,1996,MIN. CELSO DE MELLO,AI
4335,1637262,1996,MIN. NÉRI DA SILVEIRA,RE
4336,1637265,1996,MIN. MOREIRA ALVES,RE
4337,1637268,1996,MIN. CELSO DE MELLO,RE
4338,1637276,1996,MIN. OCTAVIO GALLOTTI,RE
4339,1637279,1996,MIN. ILMAR GALVÃO,RE
4340,1637281,1996,MIN. ILMAR GALVÃO,RE
4341,1637284,1996,MIN. MAURÍCIO CORRÊA,Rcl
4342,1637285,1996,MIN. MOREIRA ALVES,AI
4343,1637300,1996,MIN. OCTAVIO GALLOTTI,HC
4344,1637307,1996,MIN. OCTAVIO GALLOTTI,RE
4345,1637313,1996,MIN. MOREIRA ALVES,HC
4346,1637321,1996,MIN. MOREIRA ALVES,AI
4347,1637331,1996,MIN. MOREIRA ALVES,RE
4348,1637340,1996,MIN. CARLOS VELLOSO,RE
4349,1637349,1996,MIN. ILMAR GALVÃO,RE
4350,1637350,1996,MIN. OCTAVIO GALLOTTI,RE
4351,1637351,1996,MIN. ILMAR GALVÃO,RE
4352,1637357,1996,MIN. ILMAR GALVÃO,RE
4353,1637358,1996,MIN. MOREIRA ALVES,RE
4354,1637363,1996,MIN. ILMAR GALVÃO,RE
4355,1637364,1996,MIN. CARLOS VELLOSO,HC
4356,1637373,1996,MIN. OCTAVIO GALLOTTI,AI
4357,1637378,1996,MIN. OCTAVIO GALLOTTI,RE
4358,1637383,1996,MIN. OCTAVIO GALLOTTI,RE
4359,1637387,1996,MIN. ILMAR GALVÃO,RE
4360,1637391,1996,MIN. CARLOS VELLOSO,RE
4361,1637393,1996,MINISTRA PRESIDENTE,SS
4362,1637394,1996,MIN. MARCO AURÉLIO,RMS
4363,1637399,1996,MIN. ILMAR GALVÃO,RE
4364,1637419,1996,MIN. SYDNEY SANCHES,RE
4365,1637420,1996,MIN. CARLOS VELLOSO,RE
4366,1637422,1996,MIN. MOREIRA ALVES,RE
4367,1637427,1996,MIN. SYDNEY SANCHES,HC
4368,1637434,1996,MIN. NÉRI DA SILVEIRA,HC
4369,1637435,1996,MIN. MAURÍCIO CORRÊA,RE
4370,1637441,1996,MIN. SYDNEY SANCHES,RE
4371,1637446,1996,MIN. CARLOS VELLOSO,RE
4372,1637457,1996,MIN. ILMAR GALVÃO,RE
4373,1637458,1996,MIN. MOREIRA ALVES,RE
4374,1637460,1996,MIN. MAURÍCIO CORRÊA,RE
4375,1637465,1996,MIN. FRANCISCO REZEK,RE
4376,1637466,1996,MIN. CELSO DE MELLO,RE
4377,1637474,1996,MIN. MAURÍCIO CORRÊA,RE
4378,1637477,1996,MIN. OCTAVIO GALLOTTI,RE
4379,1637480,1996,MIN. ILMAR GALVÃO,RE
4380,1637490,1996,MINISTRA PRESIDENTE,IF
4381,1637492,1996,MIN. FRANCISCO REZEK,HC
4382,1637493,1996,MIN. ILMAR GALVÃO,RE
4383,1637498,1996,MIN. OCTAVIO GALLOTTI,RE
4384,1637499,1996,MIN. ILMAR GALVÃO,RE
4385,1637501,1996,MIN. ILMAR GALVÃO,HC
4386,1637505,1996,MIN. SYDNEY SANCHES,HC
4387,1637506,1996,MINISTRA PRESIDENTE,IF
4388,1637507,1996,MIN. MOREIRA ALVES,RE
4389,1637516,1996,MIN. SYDNEY SANCHES,HC
4390,1637517,1996,MINISTRA PRESIDENTE,IF
4391,1637519,1996,MIN. CARLOS VELLOSO,RE
4392,1637522,1996,MIN. MAURÍCIO CORRÊA,RE
4393,1637526,1996,MIN. CELSO DE MELLO,RE
4394,1637531,1996,MIN. OCTAVIO GALLOTTI,HC
4395,1637539,1996,MIN. MAURÍCIO CORRÊA,HC
4396,1637561,1996,MIN. MARCO AURÉLIO,HC
4397,1637564,1996,MINISTRA PRESIDENTE,CR
4398,1637566,1996,MIN. MOREIRA ALVES,RE
4399,1637567,1996,MIN. MOREIRA ALVES,RE
4400,1637581,1996,MIN. CELSO DE MELLO,HC
4401,1637584,1996,MIN. NÉRI DA SILVEIRA,AI
4402,1637588,1996,MIN. OCTAVIO GALLOTTI,RE
4403,1637600,1996,MIN. OCTAVIO GALLOTTI,AI
4404,1637602,1996,MIN. MOREIRA ALVES,RE
4405,1637624,1996,MIN. MARCO AURÉLIO,MS
4406,1637644,1996,MIN. FRANCISCO REZEK,HC
4407,1637667,1996,MIN. FRANCISCO REZEK,HC
4408,1637686,1996,MIN. MAURÍCIO CORRÊA,AI
4409,1637698,1996,MIN. NÉRI DA SILVEIRA,AI
4410,1637728,1996,MIN. MOREIRA ALVES,RE
4411,1637739,1996,MIN. MOREIRA ALVES,HC
4412,1637741,1996,MIN. CARLOS VELLOSO,AI
4413,1637748,1996,MIN. OCTAVIO GALLOTTI,RE
4414,1637754,1996,MIN. MARCO AURÉLIO,HC
4415,1637761,1996,MINISTRA PRESIDENTE,SS
4416,1637774,1996,MIN. OCTAVIO GALLOTTI,RE
4417,1637775,1996,MIN. ILMAR GALVÃO,AI
4418,1637777,1996,MIN. FRANCISCO REZEK,AI
4419,1637789,1996,MIN. MOREIRA ALVES,RE
4420,1637797,1996,MIN. MOREIRA ALVES,RE
4421,1637814,1996,MIN. ILMAR GALVÃO,RE
4422,1637843,1996,MIN. CARLOS VELLOSO,RE
4423,1637852,1996,MIN. MARCO AURÉLIO,AO
4424,1637853,1996,MIN. CARLOS VELLOSO,HC
4425,1637854,1996,MIN. SYDNEY SANCHES,HC
4426,1637857,1996,MIN. MOREIRA ALVES,HC
4427,1637858,1996,MIN. NÉRI DA SILVEIRA,ADI
4428,1637860,1996,MIN. CELSO DE MELLO,HC
4429,1637862,1996,MINISTRA PRESIDENTE,SE
4430,1637863,1996,MIN. MAURÍCIO CORRÊA,HC
4431,1637864,1996,MIN. MAURÍCIO CORRÊA,HC
4432,1637865,1996,MIN. SYDNEY SANCHES,HC
4433,1637874,1996,MIN. CELSO DE MELLO,HC
4434,1637898,1996,MINISTRA PRESIDENTE,SE
4435,1637900,1996,MIN. FRANCISCO REZEK,HC
4436,1637912,1996,MIN. OCTAVIO GALLOTTI,RE
4437,1637916,1996,MIN. MARCO AURÉLIO,HC
4438,1637919,1996,MIN. CARLOS VELLOSO,AI
4439,1637927,1996,MIN. ILMAR GALVÃO,ADI
4440,1637937,1996,MIN. ILMAR GALVÃO,HC
4441,1637953,1996,MIN. MAURÍCIO CORRÊA,HC
4442,1637963,1996,MIN. ILMAR GALVÃO,RE
4443,1637970,1996,MIN. MAURÍCIO CORRÊA,RE
4444,1637997,1996,MIN. CELSO DE MELLO,RE
4445,1638002,1996,MIN. MAURÍCIO CORRÊA,RE
4446,1638005,1996,MIN. MOREIRA ALVES,HC
4447,1638015,1996,MIN. FRANCISCO REZEK,RE
4448,1638017,1996,MIN. MAURÍCIO CORRÊA,RE
4449,1638032,1996,MIN. MOREIRA ALVES,RE
4450,1638035,1996,MIN. MOREIRA ALVES,RE
4451,1638042,1996,MIN. MOREIRA ALVES,RE
4452,1638054,1996,MIN. ILMAR GALVÃO,RE
4453,1638061,1996,MIN. OCTAVIO GALLOTTI,RE
4454,1638062,1996,MIN. CELSO DE MELLO,AI
4455,1638063,1996,MIN. MAURÍCIO CORRÊA,RE
4456,1638066,1996,MIN. SYDNEY SANCHES,RE
4457,1638070,1996,MIN. MARCO AURÉLIO,RE
4458,1638077,1996,MIN. SYDNEY SANCHES,RE
4459,1638080,1996,MIN. MOREIRA ALVES,RE
4460,1638086,1996,MIN. OCTAVIO GALLOTTI,RE
4461,1638100,1996,MIN. MOREIRA ALVES,MS
4462,1638111,1996,MIN. MAURÍCIO CORRÊA,RE
4463,1638113,1996,MIN. OCTAVIO GALLOTTI,RE
4464,1638117,1996,MIN. MARCO AURÉLIO,RE
4465,1638118,1996,MIN. OCTAVIO GALLOTTI,AI
4466,1638123,1996,MIN. SYDNEY SANCHES,RE
4467,1638126,1996,MINISTRA PRESIDENTE,SE
4468,1638131,1996,MIN. CELSO DE MELLO,RE
4469,1638132,1996,MIN. CARLOS VELLOSO,RE
4470,1638136,1996,MIN. MOREIRA ALVES,RE
4471,1638141,1996,MIN. MOREIRA ALVES,RE
4472,1638150,1996,MIN. MARCO AURÉLIO,MS
4473,1638160,1996,MIN. FRANCISCO REZEK,RE
4474,1638167,1996,MIN. MOREIRA ALVES,RE
4475,1638176,1996,MIN. MOREIRA ALVES,RE
4476,1638182,1996,MIN. SYDNEY SANCHES,RE
4477,1638183,1996,MIN. OCTAVIO GALLOTTI,RE
4478,1638194,1996,MIN. MOREIRA ALVES,RE
4479,1638205,1996,MIN. ILMAR GALVÃO,RE
4480,1638206,1996,MINISTRA PRESIDENTE,SE
4481,1638210,1996,MIN. CELSO DE MELLO,RE
4482,1638211,1996,MIN. MAURÍCIO CORRÊA,RE
4483,1638219,1996,MIN. SYDNEY SANCHES,Pet
4484,1638220,1996,MIN. FRANCISCO REZEK,HC
4485,1638221,1996,MIN. MARCO AURÉLIO,RE
4486,1638222,1996,MIN. OCTAVIO GALLOTTI,RE
4487,1638242,1996,MIN. MOREIRA ALVES,RE
4488,1638255,1996,MIN. SYDNEY SANCHES,RE
4489,1638257,1996,MIN. ILMAR GALVÃO,RE
4490,1638259,1996,MIN. NÉRI DA SILVEIRA,HC
4491,1638266,1996,MIN. NÉRI DA SILVEIRA,RE
4492,1638270,1996,MIN. MOREIRA ALVES,RE
4493,1638274,1996,MIN. MOREIRA ALVES,AR
4494,1638277,1996,MIN. ILMAR GALVÃO,RE
4495,1638282,1996,MIN. OCTAVIO GALLOTTI,RE
4496,1638285,1996,MIN. OCTAVIO GALLOTTI,RE
4497,1638289,1996,MIN. SYDNEY SANCHES,HC
4498,1638290,1996,MIN. MOREIRA ALVES,RE
4499,1638295,1996,MIN. ILMAR GALVÃO,RE
4500,1638315,1996,MIN. ILMAR GALVÃO,RE
4501,1638348,1996,MIN. CELSO DE MELLO,MS
4502,1638357,1996,MIN. FRANCISCO REZEK,RE
4503,1638362,1996,MIN. ILMAR GALVÃO,RE
4504,1638374,1996,MIN. MAURÍCIO CORRÊA,RE
4505,1638375,1996,MIN. MARCO AURÉLIO,RE
4506,1638376,1996,MIN. MOREIRA ALVES,HC
4507,1638385,1996,MIN. MARCO AURÉLIO,RE
4508,1638398,1996,MIN. OCTAVIO GALLOTTI,RE
4509,1638403,1996,MIN. MOREIRA ALVES,RE
4510,1638409,1996,MIN. CARLOS VELLOSO,AO
4511,1638420,1996,MIN. FRANCISCO REZEK,AI
4512,1638424,1996,MIN. OCTAVIO GALLOTTI,AO
4513,1638429,1996,MIN. OCTAVIO GALLOTTI,HC
4514,1638433,1996,MIN. NÉRI DA SILVEIRA,AI
4515,1638437,1996,MIN. MAURÍCIO CORRÊA,RE
4516,1638452,1996,MIN. OCTAVIO GALLOTTI,AI
4517,1638455,1996,MIN. OCTAVIO GALLOTTI,RE
4518,1638459,1996,MIN. SYDNEY SANCHES,RE
4519,1638464,1996,MIN. SYDNEY SANCHES,RE
4520,1638466,1996,MIN. CELSO DE MELLO,HC
4521,1638472,1996,MIN. CELSO DE MELLO,RE
4522,1638475,1996,MIN. MOREIRA ALVES,AI
4523,1638476,1996,MIN. CELSO DE MELLO,AI
4524,1638487,1996,MIN. ILMAR GALVÃO,AI
4525,1638491,1996,MIN. MOREIRA ALVES,AI
4526,1638496,1996,MIN. NÉRI DA SILVEIRA,AI
4527,1638504,1996,MIN. NÉRI DA SILVEIRA,AI
4528,1638511,1996,MIN. MAURÍCIO CORRÊA,HC
4529,1638514,1996,MIN. ILMAR GALVÃO,AI
4530,1638518,1996,MIN. CARLOS VELLOSO,AI
4531,1638520,1996,MIN. NÉRI DA SILVEIRA,AO
4532,1638529,1996,MIN. NÉRI DA SILVEIRA,AI
4533,1638531,1996,MIN. CELSO DE MELLO,AI
4534,1638533,1996,MIN. MOREIRA ALVES,AI
4535,1638535,1996,MIN. CELSO DE MELLO,AI
4536,1638537,1996,MIN. MARCO AURÉLIO,RE
4537,1638544,1996,MIN. CELSO DE MELLO,AI
4538,1638545,1996,MIN. ILMAR GALVÃO,ADI
4539,1638551,1996,MIN. MOREIRA ALVES,RE
4540,1638555,1996,MIN. MOREIRA ALVES,RE
4541,1638559,1996,MINISTRA PRESIDENTE,SE
4542,1638564,1996,MIN. CARLOS VELLOSO,AI
4543,1638569,1996,MIN. CARLOS VELLOSO,HC
4544,1638570,1996,MIN. SYDNEY SANCHES,ADI
4545,1638576,1996,MIN. MARCO AURÉLIO,RE
4546,1638579,1996,MIN. MOREIRA ALVES,AI
4547,1638580,1996,MIN. OCTAVIO GALLOTTI,RE
4548,1638584,1996,MIN. NÉRI DA SILVEIRA,HC
4549,1638587,1996,MIN. ILMAR GALVÃO,AI
4550,1638602,1996,MIN. MOREIRA ALVES,AI
4551,1638607,1996,MIN. ILMAR GALVÃO,AI
4552,1638608,1996,MIN. SYDNEY SANCHES,AI
4553,1638614,1996,MINISTRA PRESIDENTE,SE
4554,1638616,1996,MIN. CARLOS VELLOSO,AI
4555,1638620,1996,MIN. NÉRI DA SILVEIRA,AI
4556,1638632,1996,MIN. ILMAR GALVÃO,AI
4557,1638647,1996,MIN. MAURÍCIO CORRÊA,AI
4558,1638655,1996,MIN. MAURÍCIO CORRÊA,AI
4559,1638660,1996,MIN. SYDNEY SANCHES,HC
4560,1638667,1996,MIN. NÉRI DA SILVEIRA,Ext
4561,1638668,1996,MIN. FRANCISCO REZEK,AI
4562,1638676,1996,MIN. ILMAR GALVÃO,RE
4563,1638680,1996,MIN. NELSON JOBIM,ADI
4564,1638687,1996,MIN. OCTAVIO GALLOTTI,RE
4565,1638692,1996,MIN. CELSO DE MELLO,RE
4566,1638703,1996,MIN. CARLOS VELLOSO,RE
4567,1638708,1996,MIN. MARCO AURÉLIO,HC
4568,1638710,1996,MIN. ILMAR GALVÃO,RE
4569,1638713,1996,MIN. MOREIRA ALVES,AI
4570,1638720,1996,MIN. OCTAVIO GALLOTTI,AI
4571,1638725,1996,MIN. CELSO DE MELLO,RE
4572,1638727,1996,MIN. SYDNEY SANCHES,HC
4573,1638733,1996,MIN. MAURÍCIO CORRÊA,RE
4574,1638736,1996,MIN. MARCO AURÉLIO,RE
4575,1638747,1996,MIN. NÉRI DA SILVEIRA,RE
4576,1638757,1996,MIN. ILMAR GALVÃO,AI
4577,1638760,1996,MIN. MARCO AURÉLIO,AI
4578,1638773,1996,MIN. FRANCISCO REZEK,RE
4579,1638774,1996,MIN. MOREIRA ALVES,RE
4580,1638783,1996,MIN. SYDNEY SANCHES,RE
4581,1638789,1996,MIN. CARLOS VELLOSO,RE
4582,1638796,1996,MIN. SYDNEY SANCHES,AI
4583,1638797,1996,MIN. ILMAR GALVÃO,HC
4584,1638807,1996,MIN. MARCO AURÉLIO,RE
4585,1638818,1996,MIN. SYDNEY SANCHES,AI
4586,1638826,1996,MIN. CARLOS VELLOSO,RE
4587,1638830,1996,MIN. MARCO AURÉLIO,HC
4588,1638848,1996,MIN. MAURÍCIO CORRÊA,HC
4589,1638864,1996,MIN. OCTAVIO GALLOTTI,RE
4590,1638867,1996,MIN. FRANCISCO REZEK,RE
4591,1638868,1996,MIN. ILMAR GALVÃO,RE
4592,1638882,1996,MIN. MAURÍCIO CORRÊA,RE
4593,1638890,1996,MIN. NÉRI DA SILVEIRA,RE
4594,1638893,1996,MIN. NÉRI DA SILVEIRA,RE
4595,1638905,1996,MIN. OCTAVIO GALLOTTI,RE
4596,1638906,1996,MIN. MARCO AURÉLIO,RE
4597,1638913,1996,MIN. ILMAR GALVÃO,AI
4598,1638917,1996,MIN. OCTAVIO GALLOTTI,RE
4599,1638919,1996,MIN. SYDNEY SANCHES,RE
4600,1638926,1996,MIN. CARLOS VELLOSO,RE
4601,1638929,1996,MIN. FRANCISCO REZEK,RE
4602,1638941,1996,MIN. MARCO AURÉLIO,HC
4603,1638948,1996,MIN. NÉRI DA SILVEIRA,RE
4604,1638949,1996,MIN. CELSO DE MELLO,RE
4605,1638955,1996,MIN. FRANCISCO REZEK,HC
4606,1638956,1996,MIN. OCTAVIO GALLOTTI,RE
4607,1638960,1996,MIN. MAURÍCIO CORRÊA,RE
4608,1638961,1996,MIN. NÉRI DA SILVEIRA,RE
4609,1638978,1996,MIN. NÉRI DA SILVEIRA,HC
4610,1638979,1996,MIN. SYDNEY SANCHES,RE
4611,1639005,1996,MINISTRA PRESIDENTE,SE
4612,1639013,1996,MIN. MOREIRA ALVES,RE
4613,1639019,1996,MIN. CARLOS VELLOSO,RE
4614,1639030,1996,MIN. MAURÍCIO CORRÊA,RE
4615,1639047,1996,MIN. MAURÍCIO CORRÊA,HC
4616,1639053,1996,MIN. CARLOS VELLOSO,HC
4617,1639054,1996,MIN. ILMAR GALVÃO,RE
4618,1639057,1996,MIN. CARLOS VELLOSO,AO
4619,1639072,1996,MIN. MOREIRA ALVES,RE
4620,1639077,1996,MINISTRA PRESIDENTE,SE
4621,1639079,1996,MIN. MOREIRA ALVES,RE
4622,1639091,1996,MIN. MARCO AURÉLIO,RE
4623,1639093,1996,MIN. FRANCISCO REZEK,AI
4624,1639098,1996,MIN. FRANCISCO REZEK,RE
4625,1639099,1996,MIN. SYDNEY SANCHES,HC
4626,1639107,1996,MIN. MAURÍCIO CORRÊA,RE
4627,1639112,1996,MIN. MAURÍCIO CORRÊA,RE
4628,1639119,1996,MIN. MOREIRA ALVES,RE
4629,1639120,1996,MIN. CARLOS VELLOSO,AI
4630,1639126,1996,MIN. ILMAR GALVÃO,RE
4631,1639141,1996,MIN. CELSO DE MELLO,RE
4632,1639154,1996,MIN. NÉRI DA SILVEIRA,Pet
4633,1639175,1996,MIN. OCTAVIO GALLOTTI,AI
4634,1639180,1996,MIN. NÉRI DA SILVEIRA,HC
4635,1639184,1996,MIN. MARCO AURÉLIO,HC
4636,1639196,1996,MIN. MAURÍCIO CORRÊA,HC
4637,1639197,1996,MIN. MOREIRA ALVES,RE
4638,1639208,1996,MIN. NÉRI DA SILVEIRA,HC
4639,1639220,1996,MIN. ILMAR GALVÃO,RE
4640,1639222,1996,MIN. ILMAR GALVÃO,HC
4641,1639250,1996,MIN. MOREIRA ALVES,HC
4642,1639251,1996,MIN. CARLOS VELLOSO,AI
4643,1639256,1996,MIN. CELSO DE MELLO,RE
4644,1639284,1996,MIN. MARCO AURÉLIO,HC
4645,1639289,1996,MIN. NÉRI DA SILVEIRA,RE
4646,1639295,1996,MIN. MARCO AURÉLIO,RE
4647,1639311,1996,MIN. MOREIRA ALVES,HC
4648,1639313,1996,MIN. MOREIRA ALVES,HC
4649,1639323,1996,MIN. FRANCISCO REZEK,AI
4650,1639338,1996,MIN. MOREIRA ALVES,RE
4651,1639341,1996,MIN. MOREIRA ALVES,RE
4652,1639342,1996,MIN. CELSO DE MELLO,RE
4653,1639343,1996,MIN. MOREIRA ALVES,AI
4654,1639351,1996,MIN. CELSO DE MELLO,RE
4655,1639353,1996,MIN. MOREIRA ALVES,RE
4656,1639354,1996,MIN. FRANCISCO REZEK,RE
4657,1639359,1996,MIN. MARCO AURÉLIO,RE
4658,1639362,1996,MIN. ILMAR GALVÃO,RE
4659,1639363,1996,MIN. MARCO AURÉLIO,RE
4660,1639369,1996,MIN. OCTAVIO GALLOTTI,RE
4661,1639375,1996,MIN. OCTAVIO GALLOTTI,RE
4662,1639381,1996,MIN. CARLOS VELLOSO,RE
4663,1639383,1996,MIN. ILMAR GALVÃO,AI
4664,1639389,1996,MIN. FRANCISCO REZEK,RE
4665,1639391,1996,MIN. CELSO DE MELLO,HC
4666,1639397,1996,MIN. MOREIRA ALVES,HC
4667,1639398,1996,MIN. ILMAR GALVÃO,RE
4668,1639411,1996,MIN. MOREIRA ALVES,RE
4669,1639414,1996,MIN. SYDNEY SANCHES,RE
4670,1639417,1996,MIN. FRANCISCO REZEK,AI
4671,1639420,1996,MIN. OCTAVIO GALLOTTI,AI
4672,1639430,1996,MIN. MOREIRA ALVES,AI
4673,1639432,1996,MIN. OCTAVIO GALLOTTI,RE
4674,1639435,1996,MIN. CARLOS VELLOSO,AI
4675,1639436,1996,MIN. ILMAR GALVÃO,AI
4676,1639441,1996,MIN. CELSO DE MELLO,MS
4677,1639455,1996,MIN. FRANCISCO REZEK,RE
4678,1639471,1996,MIN. MAURÍCIO CORRÊA,HC
4679,1639493,1996,MIN. FRANCISCO REZEK,HC
4680,1639497,1996,MIN. CARLOS VELLOSO,AI
4681,1639502,1996,MIN. CELSO DE MELLO,AI
4682,1639504,1996,MIN. NÉRI DA SILVEIRA,AO
4683,1639507,1996,MIN. ILMAR GALVÃO,AI
4684,1639508,1996,MIN. MAURÍCIO CORRÊA,AI
4685,1639546,1996,MIN. NÉRI DA SILVEIRA,HC
4686,1639548,1996,MIN. NÉRI DA SILVEIRA,AI
4687,1639556,1996,MIN. CARLOS VELLOSO,AO
4688,1639564,1996,MIN. MOREIRA ALVES,AI
4689,1639578,1996,MIN. CELSO DE MELLO,AI
4690,1639586,1996,MIN. MARCO AURÉLIO,MS
4691,1639592,1996,MIN. CELSO DE MELLO,ADI
4692,1639608,1996,MIN. FRANCISCO REZEK,AI
4693,1639623,1996,MIN. MARCO AURÉLIO,RE
4694,1639628,1996,MIN. ILMAR GALVÃO,RE
4695,1639634,1996,MIN. MOREIRA ALVES,RE
4696,1639635,1996,MIN. ILMAR GALVÃO,RE
4697,1639639,1996,MIN. MAURÍCIO CORRÊA,RE
4698,1639640,1996,MIN. SYDNEY SANCHES,RE
4699,1639642,1996,MIN. MAURÍCIO CORRÊA,RE
4700,1639686,1996,MIN. ILMAR GALVÃO,RE
4701,1639688,1996,MIN. CELSO DE MELLO,AI
4702,1639690,1996,MIN. SYDNEY SANCHES,RE
4703,1639702,1996,MIN. MARCO AURÉLIO,HC
4704,1639703,1996,MIN. FRANCISCO REZEK,RE
4705,1639704,1996,MIN. CARLOS VELLOSO,RE
4706,1639713,1996,MIN. MOREIRA ALVES,RE
4707,1639717,1996,MIN. ILMAR GALVÃO,AI
4708,1639719,1996,MIN. OCTAVIO GALLOTTI,RE
4709,1639729,1996,MIN. OCTAVIO GALLOTTI,RE
4710,1639755,1996,MIN. ILMAR GALVÃO,AI
4711,1639758,1996,MIN. ILMAR GALVÃO,HC
4712,1639762,1996,MIN. AYRES BRITTO,ADI
4713,1639770,1996,MIN. MOREIRA ALVES,RE
4714,1639775,1996,MIN. OCTAVIO GALLOTTI,ADI
4715,1639791,1996,MIN. MOREIRA ALVES,RE
4716,1639792,1996,MIN. MOREIRA ALVES,RE
4717,1639793,1996,MIN. CELSO DE MELLO,RE
4718,1639800,1996,MIN. ILMAR GALVÃO,AI
4719,1639822,1996,MIN. NÉRI DA SILVEIRA,HC
4720,1639823,1996,MIN. NÉRI DA SILVEIRA,RE
4721,1639826,1996,MIN. MOREIRA ALVES,AI
4722,1639831,1996,MIN. MAURÍCIO CORRÊA,RE
4723,1639841,1996,MIN. MOREIRA ALVES,RE
4724,1639843,1996,MIN. FRANCISCO REZEK,RE
4725,1639844,1996,MIN. NÉRI DA SILVEIRA,RE
4726,1639845,1996,MIN. OCTAVIO GALLOTTI,RE
4727,1639848,1996,MIN. CELSO DE MELLO,AI
4728,1639852,1996,MIN. ILMAR GALVÃO,RE
4729,1639861,1996,MIN. MARCO AURÉLIO,RE
4730,1639866,1996,MINISTRA PRESIDENTE,SE
4731,1639867,1996,MIN. CELSO DE MELLO,RE
4732,1639871,1996,MIN. MAURÍCIO CORRÊA,RE
4733,1639872,1996,MIN. ILMAR GALVÃO,RE
4734,1639875,1996,MIN. CARLOS VELLOSO,RE
4735,1639879,1996,MIN. MARCO AURÉLIO,HC
4736,1639887,1996,MIN. NÉRI DA SILVEIRA,RMS
4737,1639900,1996,MIN. MARCO AURÉLIO,RE
4738,1639910,1996,MIN. FRANCISCO REZEK,RE
4739,1639913,1996,MIN. ILMAR GALVÃO,RE
4740,1639925,1996,MIN. ILMAR GALVÃO,RE
4741,1639936,1996,MIN. MAURÍCIO CORRÊA,RE
4742,1639938,1996,MIN. CELSO DE MELLO,RE
4743,1639941,1996,MIN. SYDNEY SANCHES,RE
4744,1639963,1996,MIN. ILMAR GALVÃO,AI
4745,1639990,1996,MIN. FRANCISCO REZEK,AI
4746,1639993,1996,MIN. CELSO DE MELLO,RE
4747,1640020,1996,MIN. MAURÍCIO CORRÊA,RE
4748,1640035,1996,MIN. OCTAVIO GALLOTTI,AI
4749,1640038,1996,MIN. OCTAVIO GALLOTTI,AI
4750,1640039,1996,MIN. CELSO DE MELLO,RE
4751,1640055,1996,MIN. CELSO DE MELLO,AI
