Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,49
1ª TURMA REC. CÍVEL JUIZ.ESP.ESTADO DE MATO GROSSO,29
2ª TURMA REC.CIV.DOS JUIZ.ESP.ESTADO MATO GROSSO,11
2ª TURMA REC.CIVEIS DOS JUIZ.ESPECIAIS DE CUIABA,1
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,1
