origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,76
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,67
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.PARAIBA ,16
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,5
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,5
1ª TURMA RECURSAL CIVEL DO JUIZADO ESPECIAL/RS,1
