Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,409
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,133
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.SANTA CATARINA,74
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,5
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,3
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,3
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 4º REGIÃO,3
