Origem,Num. de Processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,30
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,27
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,13
COLÉGIO RECURSAL DO JUIZADO DE PEQUENAS CAUSAS,4
TURMA RECURSAL DO JUIZADO ESPECIAL CRIMINAL,1
