DSC_PROCEDENCIA,year(dat_autuacao),DSC_CLASSE,count(PROCESSO.SEQ_OBJETO_INCIDENTE)
ACRE,2006,"AÇÃO CÍVEL ORIGINÁRIA",2
ACRE,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
ACRE,2006,"AÇÃO ORIGINÁRIA",5
ACRE,2006,"AGRAVO DE INSTRUMENTO",49
ACRE,2006,"HABEAS CORPUS",3
ACRE,2006,INQUÉRITO,1
ACRE,2006,"MANDADO DE SEGURANÇA",1
ACRE,2006,RECLAMAÇÃO,4
ACRE,2006,"RECURSO EXTRAORDINÁRIO",91
ACRE,2006,"SUSPENSÃO DE SEGURANÇA",7
ACRE,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
ACRE,2007,"AÇÃO PENAL",1
ACRE,2007,"AGRAVO DE INSTRUMENTO",122
ACRE,2007,"HABEAS CORPUS",5
ACRE,2007,"MANDADO DE SEGURANÇA",1
ACRE,2007,PETIÇÃO,2
ACRE,2007,RECLAMAÇÃO,6
ACRE,2007,"RECURSO EXTRAORDINÁRIO",39
ACRE,2007,"SUSPENSÃO DE SEGURANÇA",1
ACRE,2008,"AÇÃO CAUTELAR",2
ACRE,2008,"AÇÃO CÍVEL ORIGINÁRIA",1
ACRE,2008,"AGRAVO DE INSTRUMENTO",26
ACRE,2008,"HABEAS CORPUS",14
ACRE,2008,"MANDADO DE SEGURANÇA",1
ACRE,2008,RECLAMAÇÃO,2
ACRE,2008,"RECURSO EXTRAORDINÁRIO",62
ACRE,2008,"SUSPENSÃO DE SEGURANÇA",1
ACRE,2009,"AÇÃO CÍVEL ORIGINÁRIA",5
ACRE,2009,"AÇÃO ORIGINÁRIA",1
ACRE,2009,"AGRAVO DE INSTRUMENTO",39
ACRE,2009,"HABEAS CORPUS",34
ACRE,2009,"MANDADO DE SEGURANÇA",3
ACRE,2009,RECLAMAÇÃO,7
ACRE,2009,"RECURSO EXTRAORDINÁRIO",36
ACRE,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
ACRE,2009,"SUSPENSÃO DE SEGURANÇA",1
ACRE,2010,"AÇÃO CÍVEL ORIGINÁRIA",1
ACRE,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
ACRE,2010,"AÇÃO ORIGINÁRIA",2
ACRE,2010,"AÇÃO PENAL",2
ACRE,2010,"AGRAVO DE INSTRUMENTO",57
ACRE,2010,"HABEAS CORPUS",73
ACRE,2010,INQUÉRITO,5
ACRE,2010,"MANDADO DE SEGURANÇA",2
ACRE,2010,RECLAMAÇÃO,2
ACRE,2010,"RECURSO EXTRAORDINÁRIO",89
ACRE,2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",4
ACRE,2010,"SUSPENSÃO DE SEGURANÇA",2
ACRE,2011,"AÇÃO CÍVEL ORIGINÁRIA",3
ACRE,2011,"AÇÃO PENAL",6
ACRE,2011,"AGRAVO DE INSTRUMENTO",104
ACRE,2011,"HABEAS CORPUS",52
ACRE,2011,INQUÉRITO,7
ACRE,2011,"MANDADO DE SEGURANÇA",2
ACRE,2011,RECLAMAÇÃO,12
ACRE,2011,"RECURSO EXTRAORDINÁRIO",17
ACRE,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",10
ALAGOAS,2006,"AÇÃO CAUTELAR",8
ALAGOAS,2006,"AÇÃO CÍVEL ORIGINÁRIA",3
ALAGOAS,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
ALAGOAS,2006,"AGRAVO DE INSTRUMENTO",148
ALAGOAS,2006,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
ALAGOAS,2006,"HABEAS CORPUS",8
ALAGOAS,2006,INQUÉRITO,1
ALAGOAS,2006,PETIÇÃO,2
ALAGOAS,2006,RECLAMAÇÃO,8
ALAGOAS,2006,"RECURSO EXTRAORDINÁRIO",740
ALAGOAS,2006,"SUSPENSÃO DE TUTELA ANTECIPADA",2
ALAGOAS,2007,"AÇÃO CAUTELAR",14
ALAGOAS,2007,"AÇÃO ORIGINÁRIA",1
ALAGOAS,2007,"AÇÃO PENAL",1
ALAGOAS,2007,"AÇÃO RESCISÓRIA",2
ALAGOAS,2007,"AGRAVO DE INSTRUMENTO",130
ALAGOAS,2007,"HABEAS CORPUS",6
ALAGOAS,2007,INQUÉRITO,1
ALAGOAS,2007,PETIÇÃO,2
ALAGOAS,2007,RECLAMAÇÃO,6
ALAGOAS,2007,"RECURSO EXTRAORDINÁRIO",243
ALAGOAS,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
ALAGOAS,2007,"SUSPENSÃO DE SEGURANÇA",4
ALAGOAS,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",5
ALAGOAS,2008,"AÇÃO CAUTELAR",1
ALAGOAS,2008,"AÇÃO CÍVEL ORIGINÁRIA",2
ALAGOAS,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
ALAGOAS,2008,"AGRAVO DE INSTRUMENTO",259
ALAGOAS,2008,"HABEAS CORPUS",15
ALAGOAS,2008,INQUÉRITO,1
ALAGOAS,2008,"MANDADO DE SEGURANÇA",2
ALAGOAS,2008,PETIÇÃO,6
ALAGOAS,2008,RECLAMAÇÃO,25
ALAGOAS,2008,"RECURSO EXTRAORDINÁRIO",135
ALAGOAS,2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
ALAGOAS,2008,"SUSPENSÃO DE LIMINAR",7
ALAGOAS,2008,"SUSPENSÃO DE SEGURANÇA",2
ALAGOAS,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",4
ALAGOAS,2009,"AÇÃO CAUTELAR",11
ALAGOAS,2009,"AÇÃO CÍVEL ORIGINÁRIA",11
ALAGOAS,2009,"AÇÃO ORIGINÁRIA",2
ALAGOAS,2009,"AGRAVO DE INSTRUMENTO",290
ALAGOAS,2009,"HABEAS CORPUS",18
ALAGOAS,2009,INQUÉRITO,7
ALAGOAS,2009,"INTERVENÇÃO FEDERAL",1
ALAGOAS,2009,"MANDADO DE INJUNÇÃO",1
ALAGOAS,2009,"MANDADO DE SEGURANÇA",1
ALAGOAS,2009,PETIÇÃO,7
ALAGOAS,2009,RECLAMAÇÃO,42
ALAGOAS,2009,"RECURSO EXTRAORDINÁRIO",173
ALAGOAS,2009,"SUSPENSÃO DE LIMINAR",4
ALAGOAS,2009,"SUSPENSÃO DE SEGURANÇA",2
ALAGOAS,2009,"SUSPENSÃO DE TUTELA ANTECIPADA",5
ALAGOAS,2010,"AÇÃO CAUTELAR",5
ALAGOAS,2010,"AÇÃO CÍVEL ORIGINÁRIA",6
ALAGOAS,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
ALAGOAS,2010,"AGRAVO DE INSTRUMENTO",269
ALAGOAS,2010,"HABEAS CORPUS",46
ALAGOAS,2010,INQUÉRITO,15
ALAGOAS,2010,"MANDADO DE SEGURANÇA",5
ALAGOAS,2010,RECLAMAÇÃO,20
ALAGOAS,2010,"RECURSO EXTRAORDINÁRIO",178
ALAGOAS,2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
ALAGOAS,2010,"SUSPENSÃO DE LIMINAR",4
ALAGOAS,2010,"SUSPENSÃO DE SEGURANÇA",4
ALAGOAS,2010,"SUSPENSÃO DE TUTELA ANTECIPADA",3
ALAGOAS,2011,"AÇÃO CAUTELAR",2
ALAGOAS,2011,"AÇÃO CÍVEL ORIGINÁRIA",4
ALAGOAS,2011,"AÇÃO PENAL",5
ALAGOAS,2011,"AGRAVO DE INSTRUMENTO",178
ALAGOAS,2011,"HABEAS CORPUS",8
ALAGOAS,2011,INQUÉRITO,8
ALAGOAS,2011,"MANDADO DE SEGURANÇA",2
ALAGOAS,2011,RECLAMAÇÃO,82
ALAGOAS,2011,"RECURSO EXTRAORDINÁRIO",94
ALAGOAS,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",16
ALAGOAS,2011,"SUSPENSÃO DE LIMINAR",2
ALAGOAS,2011,"SUSPENSÃO DE TUTELA ANTECIPADA",1
AMAPÁ,2006,"AÇÃO CAUTELAR",8
AMAPÁ,2006,"AÇÃO CÍVEL ORIGINÁRIA",3
AMAPÁ,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
AMAPÁ,2006,"AGRAVO DE INSTRUMENTO",151
AMAPÁ,2006,"HABEAS CORPUS",6
AMAPÁ,2006,INQUÉRITO,1
AMAPÁ,2006,"MANDADO DE SEGURANÇA",1
AMAPÁ,2006,PETIÇÃO,2
AMAPÁ,2006,"RECURSO EXTRAORDINÁRIO",13
AMAPÁ,2007,"AÇÃO CAUTELAR",2
AMAPÁ,2007,"AÇÃO CÍVEL ORIGINÁRIA",4
AMAPÁ,2007,"AGRAVO DE INSTRUMENTO",64
AMAPÁ,2007,"HABEAS CORPUS",1
AMAPÁ,2007,PETIÇÃO,2
AMAPÁ,2007,RECLAMAÇÃO,5
AMAPÁ,2007,"RECURSO EXTRAORDINÁRIO",15
AMAPÁ,2007,"SUSPENSÃO DE SEGURANÇA",2
AMAPÁ,2008,"AÇÃO CAUTELAR",2
AMAPÁ,2008,"AÇÃO CÍVEL ORIGINÁRIA",1
AMAPÁ,2008,"AÇÃO ORIGINÁRIA",4
AMAPÁ,2008,"AÇÃO PENAL",1
AMAPÁ,2008,"AGRAVO DE INSTRUMENTO",23
AMAPÁ,2008,"HABEAS CORPUS",4
AMAPÁ,2008,INQUÉRITO,3
AMAPÁ,2008,PETIÇÃO,3
AMAPÁ,2008,RECLAMAÇÃO,3
AMAPÁ,2008,"RECURSO EXTRAORDINÁRIO",3
AMAPÁ,2008,"SUSPENSÃO DE SEGURANÇA",1
AMAPÁ,2009,"AÇÃO CAUTELAR",1
AMAPÁ,2009,"AÇÃO CÍVEL ORIGINÁRIA",1
AMAPÁ,2009,"AÇÃO ORIGINÁRIA",3
AMAPÁ,2009,"AÇÃO PENAL",1
AMAPÁ,2009,"AGRAVO DE INSTRUMENTO",21
AMAPÁ,2009,"HABEAS CORPUS",6
AMAPÁ,2009,INQUÉRITO,1
AMAPÁ,2009,"MANDADO DE SEGURANÇA",3
AMAPÁ,2009,RECLAMAÇÃO,8
AMAPÁ,2009,"RECURSO EXTRAORDINÁRIO",7
AMAPÁ,2009,"SUSPENSÃO DE LIMINAR",1
AMAPÁ,2009,"SUSPENSÃO DE SEGURANÇA",1
AMAPÁ,2009,"SUSPENSÃO DE TUTELA ANTECIPADA",2
AMAPÁ,2010,"AÇÃO CAUTELAR",6
AMAPÁ,2010,"AÇÃO CÍVEL ORIGINÁRIA",3
AMAPÁ,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
AMAPÁ,2010,"AGRAVO DE INSTRUMENTO",63
AMAPÁ,2010,"HABEAS CORPUS",41
AMAPÁ,2010,INQUÉRITO,1
AMAPÁ,2010,"MANDADO DE SEGURANÇA",1
AMAPÁ,2010,RECLAMAÇÃO,5
AMAPÁ,2010,"RECURSO EXTRAORDINÁRIO",27
AMAPÁ,2011,"AÇÃO CAUTELAR",8
AMAPÁ,2011,"AÇÃO CÍVEL ORIGINÁRIA",4
AMAPÁ,2011,"AGRAVO DE INSTRUMENTO",15
AMAPÁ,2011,"ARGÜIÇÃO DE SUSPEIÇÃO",3
AMAPÁ,2011,"HABEAS CORPUS",8
AMAPÁ,2011,"MANDADO DE SEGURANÇA",4
AMAPÁ,2011,RECLAMAÇÃO,6
AMAPÁ,2011,"RECURSO EXTRAORDINÁRIO",15
AMAPÁ,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",38
AMAPÁ,2011,"SUSPENSÃO DE SEGURANÇA",1
AMAZONAS,2006,"AÇÃO CAUTELAR",14
AMAZONAS,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
AMAZONAS,2006,"AÇÃO RESCISÓRIA",1
AMAZONAS,2006,"AGRAVO DE INSTRUMENTO",290
AMAZONAS,2006,"CONFLITO DE COMPETÊNCIA",51
AMAZONAS,2006,"HABEAS CORPUS",11
AMAZONAS,2006,INQUÉRITO,3
AMAZONAS,2006,"MANDADO DE SEGURANÇA",1
AMAZONAS,2006,PETIÇÃO,4
AMAZONAS,2006,RECLAMAÇÃO,7
AMAZONAS,2006,"RECURSO EXTRAORDINÁRIO",942
AMAZONAS,2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
AMAZONAS,2006,"SUSPENSÃO DE SEGURANÇA",29
AMAZONAS,2007,"AÇÃO CAUTELAR",4
AMAZONAS,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
AMAZONAS,2007,"AÇÃO ORIGINÁRIA",2
AMAZONAS,2007,"AÇÃO RESCISÓRIA",1
AMAZONAS,2007,"AGRAVO DE INSTRUMENTO",299
AMAZONAS,2007,"CONFLITO DE COMPETÊNCIA",23
AMAZONAS,2007,"HABEAS CORPUS",16
AMAZONAS,2007,"MANDADO DE SEGURANÇA",2
AMAZONAS,2007,PETIÇÃO,2
AMAZONAS,2007,RECLAMAÇÃO,17
AMAZONAS,2007,"RECURSO EXTRAORDINÁRIO",373
AMAZONAS,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
AMAZONAS,2007,"SUSPENSÃO DE LIMINAR",3
AMAZONAS,2007,"SUSPENSÃO DE SEGURANÇA",213
AMAZONAS,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",1
AMAZONAS,2008,"AÇÃO CAUTELAR",6
AMAZONAS,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
AMAZONAS,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO",1
AMAZONAS,2008,"AÇÃO ORIGINÁRIA",4
AMAZONAS,2008,"AÇÃO PENAL",1
AMAZONAS,2008,"AÇÃO RESCISÓRIA",2
AMAZONAS,2008,"AGRAVO DE INSTRUMENTO",321
AMAZONAS,2008,"CONFLITO DE COMPETÊNCIA",59
AMAZONAS,2008,"HABEAS CORPUS",15
AMAZONAS,2008,PETIÇÃO,5
AMAZONAS,2008,RECLAMAÇÃO,11
AMAZONAS,2008,"RECURSO EXTRAORDINÁRIO",566
AMAZONAS,2008,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
AMAZONAS,2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
AMAZONAS,2008,"SUSPENSÃO DE LIMINAR",2
AMAZONAS,2008,"SUSPENSÃO DE SEGURANÇA",73
AMAZONAS,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",1
AMAZONAS,2009,"AÇÃO CAUTELAR",3
AMAZONAS,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
AMAZONAS,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE POR OMISSÃO",1
AMAZONAS,2009,"AÇÃO RESCISÓRIA",5
AMAZONAS,2009,"AGRAVO DE INSTRUMENTO",371
AMAZONAS,2009,"CONFLITO DE COMPETÊNCIA",38
AMAZONAS,2009,"HABEAS CORPUS",59
AMAZONAS,2009,"MANDADO DE SEGURANÇA",4
AMAZONAS,2009,PETIÇÃO,1
AMAZONAS,2009,RECLAMAÇÃO,47
AMAZONAS,2009,"RECURSO EXTRAORDINÁRIO",404
AMAZONAS,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
AMAZONAS,2009,"SUSPENSÃO DE SEGURANÇA",240
AMAZONAS,2010,"AÇÃO CAUTELAR",3
AMAZONAS,2010,"AÇÃO CÍVEL ORIGINÁRIA",8
AMAZONAS,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
AMAZONAS,2010,"AÇÃO PENAL",4
AMAZONAS,2010,"AÇÃO RESCISÓRIA",3
AMAZONAS,2010,"AGRAVO DE INSTRUMENTO",258
AMAZONAS,2010,"CONFLITO DE COMPETÊNCIA",1
AMAZONAS,2010,"HABEAS CORPUS",53
AMAZONAS,2010,INQUÉRITO,18
AMAZONAS,2010,"MANDADO DE SEGURANÇA",10
AMAZONAS,2010,PETIÇÃO,1
AMAZONAS,2010,RECLAMAÇÃO,10
AMAZONAS,2010,"RECURSO EXTRAORDINÁRIO",1138
AMAZONAS,2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",4
AMAZONAS,2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",8
AMAZONAS,2010,"SUSPENSÃO DE SEGURANÇA",149
AMAZONAS,2011,"AÇÃO CAUTELAR",1
AMAZONAS,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
AMAZONAS,2011,"AÇÃO PENAL",1
AMAZONAS,2011,"AÇÃO RESCISÓRIA",5
AMAZONAS,2011,"AGRAVO DE INSTRUMENTO",91
AMAZONAS,2011,"CONFLITO DE COMPETÊNCIA",13
AMAZONAS,2011,"HABEAS CORPUS",35
AMAZONAS,2011,INQUÉRITO,13
AMAZONAS,2011,"MANDADO DE SEGURANÇA",3
AMAZONAS,2011,RECLAMAÇÃO,8
AMAZONAS,2011,"RECURSO EXTRAORDINÁRIO",120
AMAZONAS,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",30
AMAZONAS,2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
AMAZONAS,2011,"SUSPENSÃO DE LIMINAR",3
AMAZONAS,2011,"SUSPENSÃO DE SEGURANÇA",7
BAHIA,2006,"AÇÃO CAUTELAR",19
BAHIA,2006,"AÇÃO CÍVEL ORIGINÁRIA",9
BAHIA,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
BAHIA,2006,"AÇÃO ORIGINÁRIA",4
BAHIA,2006,"AGRAVO DE INSTRUMENTO",1392
BAHIA,2006,"HABEAS CORPUS",43
BAHIA,2006,"MANDADO DE SEGURANÇA",4
BAHIA,2006,PETIÇÃO,6
BAHIA,2006,RECLAMAÇÃO,29
BAHIA,2006,"RECURSO EXTRAORDINÁRIO",396
BAHIA,2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
BAHIA,2006,"REVISÃO CRIMINAL",1
BAHIA,2006,"SUSPENSÃO DE LIMINAR",2
BAHIA,2006,"SUSPENSÃO DE SEGURANÇA",17
BAHIA,2007,"AÇÃO CAUTELAR",13
BAHIA,2007,"AÇÃO CÍVEL ORIGINÁRIA",8
BAHIA,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
BAHIA,2007,"AÇÃO PENAL",1
BAHIA,2007,"AÇÃO RESCISÓRIA",3
BAHIA,2007,"AGRAVO DE INSTRUMENTO",3083
BAHIA,2007,"HABEAS CORPUS",202
BAHIA,2007,"MANDADO DE INJUNÇÃO",1
BAHIA,2007,"MANDADO DE SEGURANÇA",2
BAHIA,2007,PETIÇÃO,5
BAHIA,2007,RECLAMAÇÃO,20
BAHIA,2007,"RECURSO EXTRAORDINÁRIO",661
BAHIA,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
BAHIA,2007,"REVISÃO CRIMINAL",1
BAHIA,2007,"SUSPENSÃO DE LIMINAR",8
BAHIA,2007,"SUSPENSÃO DE SEGURANÇA",13
BAHIA,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",5
BAHIA,2008,"AÇÃO CAUTELAR",14
BAHIA,2008,"AÇÃO CÍVEL ORIGINÁRIA",3
BAHIA,2008,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
BAHIA,2008,"AÇÃO ORIGINÁRIA",1
BAHIA,2008,"AÇÃO PENAL",2
BAHIA,2008,"AÇÃO RESCISÓRIA",2
BAHIA,2008,"AGRAVO DE INSTRUMENTO",2232
BAHIA,2008,"CONFLITO DE COMPETÊNCIA",3
BAHIA,2008,"HABEAS CORPUS",116
BAHIA,2008,"HABEAS DATA",1
BAHIA,2008,INQUÉRITO,4
BAHIA,2008,"MANDADO DE SEGURANÇA",3
BAHIA,2008,PETIÇÃO,2
BAHIA,2008,RECLAMAÇÃO,49
BAHIA,2008,"RECURSO EXTRAORDINÁRIO",625
BAHIA,2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
BAHIA,2008,"SUSPENSÃO DE LIMINAR",11
BAHIA,2008,"SUSPENSÃO DE SEGURANÇA",24
BAHIA,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",2
BAHIA,2009,"AÇÃO CAUTELAR",9
BAHIA,2009,"AÇÃO CÍVEL ORIGINÁRIA",15
BAHIA,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
BAHIA,2009,"AÇÃO PENAL",2
BAHIA,2009,"AÇÃO RESCISÓRIA",3
BAHIA,2009,"AGRAVO DE INSTRUMENTO",1226
BAHIA,2009,"HABEAS CORPUS",131
BAHIA,2009,INQUÉRITO,6
BAHIA,2009,"MANDADO DE INJUNÇÃO",1
BAHIA,2009,PETIÇÃO,6
BAHIA,2009,RECLAMAÇÃO,98
BAHIA,2009,"RECURSO EXTRAORDINÁRIO",184
BAHIA,2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",5
BAHIA,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
BAHIA,2009,"SUSPENSÃO DE LIMINAR",1
BAHIA,2009,"SUSPENSÃO DE SEGURANÇA",18
BAHIA,2009,"SUSPENSÃO DE TUTELA ANTECIPADA",6
BAHIA,2010,"AÇÃO CAUTELAR",15
BAHIA,2010,"AÇÃO CÍVEL ORIGINÁRIA",19
BAHIA,2010,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",1
BAHIA,2010,"AÇÃO ORIGINÁRIA",31
BAHIA,2010,"AÇÃO PENAL",5
BAHIA,2010,"AÇÃO RESCISÓRIA",16
BAHIA,2010,"AGRAVO DE INSTRUMENTO",2227
BAHIA,2010,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
BAHIA,2010,COMUNICAÇÃO,2
BAHIA,2010,"CONFLITO DE COMPETÊNCIA",5
BAHIA,2010,"HABEAS CORPUS",311
BAHIA,2010,INQUÉRITO,31
BAHIA,2010,"MANDADO DE SEGURANÇA",32
BAHIA,2010,PETIÇÃO,21
BAHIA,2010,RECLAMAÇÃO,43
BAHIA,2010,"RECURSO EXTRAORDINÁRIO",304
BAHIA,2010,"RECURSO ORD. EM MANDADO DE SEGURANÇA",4
BAHIA,2010,"RECURSO ORDINÁRIO EM HABEAS CORPUS",1
BAHIA,2010,"SUSPENSÃO DE LIMINAR",10
BAHIA,2010,"SUSPENSÃO DE SEGURANÇA",47
BAHIA,2010,"SUSPENSÃO DE TUTELA ANTECIPADA",16
BAHIA,2011,"AÇÃO CAUTELAR",3
BAHIA,2011,"AÇÃO CÍVEL ORIGINÁRIA",3
BAHIA,2011,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",5
BAHIA,2011,"AÇÃO PENAL",13
BAHIA,2011,"AGRAVO DE INSTRUMENTO",884
BAHIA,2011,"CONFLITO DE COMPETÊNCIA",8
BAHIA,2011,"HABEAS CORPUS",78
BAHIA,2011,INQUÉRITO,32
BAHIA,2011,"MANDADO DE INJUNÇÃO",1
BAHIA,2011,"MANDADO DE SEGURANÇA",1
BAHIA,2011,PETIÇÃO,9
BAHIA,2011,RECLAMAÇÃO,34
BAHIA,2011,"RECURSO EXTRAORDINÁRIO",81
BAHIA,2011,"RECURSO EXTRAORDINÁRIO COM AGRAVO",69
BAHIA,2011,"RECURSO ORDINÁRIO EM HABEAS CORPUS",9
BAHIA,2011,"SUSPENSÃO DE LIMINAR",12
BAHIA,2011,"SUSPENSÃO DE SEGURANÇA",7
CEARÁ,2006,"AÇÃO CAUTELAR",11
CEARÁ,2006,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",7
CEARÁ,2006,"AÇÃO PENAL",1
CEARÁ,2006,"AGRAVO DE INSTRUMENTO",357
CEARÁ,2006,"CONFLITO DE COMPETÊNCIA",1
CEARÁ,2006,"HABEAS CORPUS",22
CEARÁ,2006,INQUÉRITO,2
CEARÁ,2006,"MANDADO DE SEGURANÇA",4
CEARÁ,2006,PETIÇÃO,3
CEARÁ,2006,RECLAMAÇÃO,47
CEARÁ,2006,"RECURSO EXTRAORDINÁRIO",595
CEARÁ,2006,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
CEARÁ,2006,"SUSPENSÃO DE LIMINAR",2
CEARÁ,2006,"SUSPENSÃO DE SEGURANÇA",9
CEARÁ,2006,"SUSPENSÃO DE TUTELA ANTECIPADA",1
CEARÁ,2007,"AÇÃO CAUTELAR",14
CEARÁ,2007,"AÇÃO CÍVEL ORIGINÁRIA",5
CEARÁ,2007,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",2
CEARÁ,2007,"AÇÃO PENAL",1
CEARÁ,2007,"AGRAVO DE INSTRUMENTO",278
CEARÁ,2007,"HABEAS CORPUS",27
CEARÁ,2007,"MANDADO DE INJUNÇÃO",1
CEARÁ,2007,PETIÇÃO,8
CEARÁ,2007,RECLAMAÇÃO,35
CEARÁ,2007,"RECURSO EXTRAORDINÁRIO",483
CEARÁ,2007,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
CEARÁ,2007,"RECURSO ORDINÁRIO EM HABEAS CORPUS",2
CEARÁ,2007,"SUSPENSÃO DE LIMINAR",4
CEARÁ,2007,"SUSPENSÃO DE SEGURANÇA",22
CEARÁ,2007,"SUSPENSÃO DE TUTELA ANTECIPADA",6
CEARÁ,2008,"AÇÃO CAUTELAR",3
CEARÁ,2008,"AÇÃO CÍVEL ORIGINÁRIA",1
CEARÁ,2008,"AÇÃO ORIGINÁRIA",1
CEARÁ,2008,"AGRAVO DE INSTRUMENTO",472
CEARÁ,2008,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
CEARÁ,2008,"HABEAS CORPUS",50
CEARÁ,2008,INQUÉRITO,2
CEARÁ,2008,"INTERVENÇÃO FEDERAL",1
CEARÁ,2008,"MANDADO DE SEGURANÇA",2
CEARÁ,2008,PETIÇÃO,1
CEARÁ,2008,RECLAMAÇÃO,55
CEARÁ,2008,"RECURSO EXTRAORDINÁRIO",350
CEARÁ,2008,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
CEARÁ,2008,"SUSPENSÃO DE LIMINAR",1
CEARÁ,2008,"SUSPENSÃO DE SEGURANÇA",12
CEARÁ,2008,"SUSPENSÃO DE TUTELA ANTECIPADA",5
CEARÁ,2009,"AÇÃO CAUTELAR",4
CEARÁ,2009,"AÇÃO CÍVEL ORIGINÁRIA",2
CEARÁ,2009,"AÇÃO DIRETA DE INCONSTITUCIONALIDADE",3
CEARÁ,2009,"AÇÃO ORIGINÁRIA",4
CEARÁ,2009,"AÇÃO RESCISÓRIA",1
CEARÁ,2009,"AGRAVO DE INSTRUMENTO",403
CEARÁ,2009,"ARGÜIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL",1
CEARÁ,2009,"HABEAS CORPUS",104
CEARÁ,2009,INQUÉRITO,2
CEARÁ,2009,"INTERVENÇÃO FEDERAL",3
CEARÁ,2009,"MANDADO DE SEGURANÇA",5
CEARÁ,2009,PETIÇÃO,8
CEARÁ,2009,RECLAMAÇÃO,304
CEARÁ,2009,"RECURSO EXTRAORDINÁRIO",299
CEARÁ,2009,"RECURSO ORD. EM MANDADO DE SEGURANÇA",1
CEARÁ,2009,"RECURSO ORDINÁRIO EM HABEAS CORPUS",3
CEARÁ,2009,"SUSPENSÃO DE LIMINAR",6
CEARÁ,2009,"SUSPENSÃO DE SEGURANÇA",13
CEARÁ,2009,"SUSPENSÃO DE TUTELA ANTECIPADA",5
CEARÁ,2010,"AÇÃO CAUTELAR",18
CEARÁ,2010,"AÇÃO CÍVEL ORIGINÁRIA",3
