Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,584
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,14
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.DISTRITO FEDERAL ,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
