Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,235
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,59
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,45
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 4º REGIÃO,34
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.PARANÁ,1
TURMA REGIONAL DE UNIFORMIZAÇÃO DOS JUIZADOS ESPECIAIS FEDERAIS DA 4º REGIÃO,1
