Origem,Num. de Processos
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,44
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.AMAZONAS E RORAIMA,11
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,6
TURMA REC. DOS JUIZ.ESP.CIV. CRIMINAIS DE MANAUS  ,1
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
