origem,processos
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,6
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,4
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,3
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,1
COLÉGIO RECURSAL DO JUIZADO ESPECIAL CÍVEL,1
