origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,42
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,9
2ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS/PA,1
