origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,8
2ª TURMA RECURSAL DOS JUIZADOS ESPECIAIS/PA,4
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,2
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,1
