nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
CEF,1890,359,205,889,770,291,49,17,22,4
TELEMAR NORTE LESTE SA,0,0,0,3,4,3,529,749,642,35
UNIÃO,141,154,114,279,291,116,116,167,99,38
INSS,52,27,60,294,199,172,231,181,80,34
EST DA PB,152,55,68,74,55,79,103,42,23,25
UFPB,52,31,56,109,136,78,22,14,8,3
UNIÃO FED,298,2,0,0,0,0,0,0,0,0
ECT,6,6,10,161,14,6,10,7,0,2
BANCO DO NORDESTE DO BRASIL SA,2,0,10,51,27,32,49,14,16,2
MIN PUB DO EST DA PB,2,0,16,13,25,47,26,30,17,10
