nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
EST DO TO,20,4,10,15,32,22,29,56,40,17
MIN PUB FED,1,1,28,59,65,55,12,15,5,3
CEF,1,21,59,43,2,2,0,0,0,0
FUNASA,0,0,0,88,3,0,0,1,1,0
UNIÃO,0,2,11,14,14,6,10,13,10,11
MUN DE PALMAS,0,0,0,0,1,3,16,17,11,4
INCRA,4,0,0,7,11,1,9,3,6,2
INSS,0,4,1,8,12,5,2,9,2,0
BANCO DO BRASIL SA,2,2,14,7,1,2,5,1,4,0
MIN PUB DO EST DO TO,0,0,0,4,3,2,4,8,6,1
