nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
EST DO AM,161,125,256,110,162,217,338,606,808,461
UNIÃO,84,158,127,90,24,175,1005,92,43,14
FUNAI,0,0,0,0,0,80,393,3,3,0
MANAUS ENERGIA SA,1,0,0,1,8,26,146,75,38,11
INSS,25,67,57,30,16,16,33,35,8,4
AMAZONPREV,0,0,0,0,0,8,11,19,128,109
CEF,72,58,43,24,10,9,14,8,7,0
SEDUC,67,35,64,19,2,12,3,14,10,4
TRIBUNAL SUP DO TRABALHO,0,0,0,1,0,75,48,23,56,11
MUN DE MANAUS,1,14,10,1,5,26,33,43,34,21
