nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
EST DO ES,145,103,187,220,96,69,200,115,127,65
UNIÃO,36,43,56,146,72,164,182,195,261,39
CEF,156,233,186,163,43,5,13,6,17,1
INSS,52,36,34,38,17,19,282,136,39,51
ARACRUZ CELULOSE SA,7,8,13,25,18,18,104,127,83,31
BANESTES,17,31,83,52,29,29,29,27,29,10
MIN PUB DO EST DO ES,0,1,23,24,19,66,32,58,55,57
CST,18,7,13,41,22,18,64,40,29,9
MUN DE VITÓRIA,15,11,16,47,21,22,24,25,33,9
TELEMAR NORTE LESTE SA,0,0,0,1,1,9,53,114,25,15
