nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
EST DO RN,920,645,477,237,159,194,1980,1533,440,358
CEF,3277,564,359,1170,760,241,77,38,41,10
UNIÃO,127,162,143,365,279,155,340,324,203,56
INSS,36,20,38,199,169,211,326,69,50,9
UFRN,87,27,38,50,41,25,54,65,42,134
OS MESMOS,0,1,2,2,0,7,193,71,13,3
MUN DE NATAL,4,2,3,11,10,6,57,50,28,24
UNIÃO FED,185,0,0,0,1,0,0,0,0,0
MIN PUB DO EST DO RN,0,0,5,6,21,21,41,41,28,11
MIN PUB FED,6,3,14,18,11,14,12,28,14,3
