nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
CEF,2039,490,430,3081,2853,708,117,25,15,6
UNIÃO,140,155,160,679,905,337,403,386,251,88
EST DO CE,287,250,325,411,235,280,221,224,359,133
INSS,31,16,130,145,79,65,81,96,112,20
MUN DE FORTALEZA,25,26,32,38,18,20,46,27,33,7
DNOCS,24,15,24,39,37,45,35,23,22,5
UNIÃO FED,209,2,2,1,0,0,0,0,0,0
MIN PUB FED,4,6,11,12,15,22,26,22,41,15
INCRA,1,3,13,7,6,10,45,22,19,5
MIN PUB DO EST DO CE,0,0,18,11,16,11,23,13,25,10
