nome,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
CEF,295,333,352,221,71,73,19,4,5,2
EST DO PA,82,106,139,161,66,99,87,176,96,51
UNIÃO,35,71,222,110,36,29,74,85,41,33
CAPAF,47,34,50,32,27,31,31,68,63,39
BASA,0,0,0,2,2,9,40,88,99,74
BANCO DA AMAZÔNIA SA,41,24,45,52,32,34,28,22,17,18
INSS,4,10,22,26,21,11,14,74,16,8
UFPA,45,25,17,15,24,11,20,15,23,11
ELETRONORTE,0,0,0,0,8,8,79,79,27,1
MIN PUB FED,2,1,6,13,40,27,22,38,18,15
