origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,39
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,22
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,1
