origem,processos
TURMA DE RECURSOS CIVEIS DOS JUIZADOS ESPECIAIS,17
TURMA RECURSAL DE JUIZADOS ESPECIAIS ESTADUAIS,10
TURMA REC.JUIZ.ESP.FED-SEÇ.JUD.MATO GROSSO,5
TURMA RECURSAL DOS JUIZADOS ESPECIAIS FEDERAIS DA 1º REGIÃO,4
TURMA REC. JUIZADOS ESPECIAIS FEDERAIS,2
